Zeitraum,Bibliothek,Entleihungen,Besucher,aktivierte Ausweise
2020-10,Grünau-Süd,27393,10772,794
2020-10,Fahrbibliothek,31920,9425,2224
2020-10,Böhlitz-Ehrenberg,50188,19993,1266
2020-10,Lützschena-Stahmeln,7440,2128,287
2020-10,Wiederitzsch,15526,7871,536
2020-10,Holzhausen,12809,2855,386
2020-10,Buchsommer,4918,,
2020-10,Overdrive,3577,2381,
2020-10,Onleihe,237466,89330,
2020-10,weitere Online-Dienste,225881,3508827,
2020-11,Stadtbibliothek,1887855,337436,23333
2020-11,Plagwitz,167581,70198,4193
2020-11,Südvorstadt,155525,69793,3600
2020-11,Gohlis,170388,61210,4565
2020-11,Volkmarsdorf,24235,14221,631
2020-11,Schönefeld,32795,19037,973
2020-11,Paunsdorf,82469,30811,1426
2020-11,Reudnitz,40112,18343,1337
2020-11,Mockau,27543,20703,782
2020-11,Grünau-Mitte,45076,18569,977
2020-11,Grünau-Nord,37551,15532,681
2020-11,Grünau-Süd,30879,12030,831
2020-11,Fahrbibliothek,34111,10218,2259
2020-11,Böhlitz-Ehrenberg,55394,21365,1326
2020-11,Lützschena-Stahmeln,8640,2394,294
2020-11,Wiederitzsch,17500,8991,552
2020-11,Holzhausen,14706,3287,410
2020-11,Buchsommer,4918,,
2020-11,Overdrive,4022,2681,
2020-11,Onleihe,260606,99802,
2020-11,weitere Online-Dienste,251809,3828263,
2020-12,Stadtbibliothek,2192787,352832,23604
2020-12,Plagwitz,209726,74245,4231
2020-12,Südvorstadt,191279,73524,3628
2020-12,Gohlis,212803,63989,4601
2020-12,Volkmarsdorf,30868,14928,639
2020-12,Schönefeld,42862,20247,974
2020-12,Paunsdorf,100989,32445,1443
2020-12,Reudnitz,53644,19233,1349
2020-12,Mockau,34553,21565,789
2020-12,Grünau-Mitte,57267,19614,988
2020-12,Grünau-Nord,46798,17167,694
2020-12,Grünau-Süd,41388,12707,839
2020-12,Fahrbibliothek,45899,10665,2277
2020-12,Böhlitz-Ehrenberg,65319,22094,1338
2020-12,Lützschena-Stahmeln,11443,2532,295
2020-12,Wiederitzsch,22520,9638,558
2020-12,Holzhausen,17852,3394,411
2020-12,Buchsommer,4918,,
2020-12,Overdrive,4538,2991,
2020-12,Onleihe,287096,111360,
2020-12,weitere Online-Dienste,274255,4087987,
