Zeitraum,Bibliothek,Entleihungen,Besucher,aktivierte Ausweise
2021-08,Schönefeld,17060,11735,600
2021-08,Paunsdorf,41641,17798,974
2021-08,Reudnitz,20715,8804,1038
2021-08,Mockau,14736,9539,556
2021-08,Grünau-Mitte,21799,8768,717
2021-08,Grünau-Nord,23518,9891,513
2021-08,Grünau-Süd,19443,9394,593
2021-08,Fahrbibliothek,13579,4050,976
2021-08,Böhlitz-Ehrenberg,29979,8924,1011
2021-08,Lützschena-Stahmeln,5867,1616,229
2021-08,Wiederitzsch,12932,6890,425
2021-08,Holzhausen,8867,1912,314
2021-08,Buchsommer,,,
2021-08,Onleihe,212256,110531,
2021-08,Overdrive,3764,2804,
2021-08,weitere Online-Dienste,212183,1995240,
2021-09,Stadtbibliothek,1275240,167539,18122
2021-09,Plagwitz,101303,51012,3257
2021-09,Südvorstadt,95079,43862,2880
2021-09,Gohlis,106404,30945,3485
2021-09,Volkmarsdorf,13932,8034,446
2021-09,Schönefeld,19847,13237,684
2021-09,Paunsdorf,47986,19951,1047
2021-09,Reudnitz,24847,10876,1088
2021-09,Mockau,17264,10983,591
2021-09,Grünau-Mitte,26121,10829,779
2021-09,Grünau-Nord,27197,11713,546
2021-09,Grünau-Süd,22772,12200,653
2021-09,Fahrbibliothek,16179,4972,1040
2021-09,Böhlitz-Ehrenberg,36077,10899,1127
2021-09,Lützschena-Stahmeln,6587,1839,265
2021-09,Wiederitzsch,14844,7994,455
2021-09,Holzhausen,10706,2275,337
2021-09,Buchsommer,5773,,
2021-09,Onleihe,236049,124055,
2021-09,Overdrive,4274,3172,
2021-09,weitere Online-Dienste,241129,2213922,
2021-10,Stadtbibliothek,1461999,199295,19087
2021-10,Plagwitz,116581,57942,3450
2021-10,Südvorstadt,108676,50471,3050
2021-10,Gohlis,122325,36661,3692
2021-10,Volkmarsdorf,15914,9308,460
2021-10,Schönefeld,22909,15866,768
2021-10,Paunsdorf,54642,22805,1093
2021-10,Reudnitz,28973,12882,1155
2021-10,Mockau,19680,12531,609
2021-10,Grünau-Mitte,29902,12690,823
2021-10,Grünau-Nord,30652,13724,576
2021-10,Grünau-Süd,26032,13403,685
2021-10,Fahrbibliothek,18634,5820,1087
2021-10,Böhlitz-Ehrenberg,41540,12512,1173
2021-10,Lützschena-Stahmeln,7754,2147,270
2021-10,Wiederitzsch,16937,9489,485
2021-10,Holzhausen,12386,2620,348
2021-10,Buchsommer,5773,,
2021-10,Onleihe,262425,138956,
2021-10,Overdrive,4785,3547,
2021-10,weitere Online-Dienste,274174,2465391,
2021-11,Stadtbibliothek,1652390,230494,20847
2021-11,Plagwitz,133081,65430,3745
2021-11,Südvorstadt,124032,57397,3280
2021-11,Gohlis,138169,42552,4076
2021-11,Volkmarsdorf,18374,11221,493
2021-11,Schönefeld,25854,17781,824
2021-11,Paunsdorf,62110,25673,1179
2021-11,Reudnitz,33466,15386,1249
2021-11,Mockau,22502,14259,660
2021-11,Grünau-Mitte,33804,14496,871
2021-11,Grünau-Nord,34249,15098,605
2021-11,Grünau-Süd,29871,15207,753
2021-11,Fahrbibliothek,21609,6744,1150
2021-11,Böhlitz-Ehrenberg,46842,14491,1236
2021-11,Lützschena-Stahmeln,8703,2401,278
2021-11,Wiederitzsch,18737,10098,513
2021-11,Holzhausen,14085,2999,365
2021-11,Buchsommer,5773,,
2021-11,Onleihe,287572,153730,
2021-11,Overdrive,5265,3903,
2021-11,weitere Online-Dienste,309586,2695904,
2021-12,Stadtbibliothek,1915539,251055,21275
2021-12,Plagwitz,166775,71354,3807
2021-12,Südvorstadt,155033,61903,3311
2021-12,Gohlis,175361,46807,4141
2021-12,Volkmarsdorf,24251,13419,495
2021-12,Schönefeld,33086,19341,839
2021-12,Paunsdorf,75900,27893,1200
2021-12,Reudnitz,44845,16819,1268
2021-12,Mockau,28398,15413,671
2021-12,Grünau-Mitte,43491,15816,883
2021-12,Grünau-Nord,42294,16728,616
2021-12,Grünau-Süd,38684,16576,768
2021-12,Fahrbibliothek,29814,7328,1168
2021-12,Böhlitz-Ehrenberg,54962,16017,1244
2021-12,Lützschena-Stahmeln,10920,2607,278
2021-12,Wiederitzsch,22569,10098,515
2021-12,Holzhausen,16821,3130,372
2021-12,Buchsommer,5773,,
2021-12,Onleihe,313125,168712,
2021-12,Overdrive,5829,4311,
2021-12,weitere Online-Dienste,344978,2890649,
