Zeitraum,Bibliothek,Entleihungen,Besucher,aktivierte Ausweise
2017-10,Grünau-Nord,50022,20487,700
2017-10,Grünau-Süd,51137,18472,732
2017-10,Fahrbibliothek,67234,29058,2558
2017-10,Böhlitz-Ehrenberg,69452,23335,1244
2017-10,Lützschena-Stahmeln,12376,3231,250
2017-10,Wiederitzsch,34226,17954,749
2017-10,Holzhausen,21573,3950,360
2017-10,Onleihe,123964,118866,
2017-10,Buchsommer,4119,,
2017-11,Stadtbibliothek,2632151,444023,22834
2017-11,Plagwitz,153014,56873,3573
2017-11,Südvorstadt,256291,77715,3600
2017-11,Gohlis,254368,83538,4568
2017-11,Volkmarsdorf,32743,16275,657
2017-11,Schönefeld,57784,28184,1205
2017-11,Paunsdorf,115672,37718,1653
2017-11,Reudnitz,58179,26252,1303
2017-11,Mockau,40473,25550,875
2017-11,Grünau-Mitte,47836,19601,1089
2017-11,Grünau-Nord,55664,22262,732
2017-11,Grünau-Süd,55639,19913,772
2017-11,Fahrbibliothek,76245,32832,2734
2017-11,Böhlitz-Ehrenberg,77331,25704,1319
2017-11,Lützschena-Stahmeln,13874,3231,255
2017-11,Wiederitzsch,38617,20272,771
2017-11,Holzhausen,24172,4457,373
2017-11,Onleihe,138258,131918,
2017-11,Buchsommer,4119,,
2017-12,Stadtbibliothek,3034224,484371,23257
2017-12,Plagwitz,202186,63157,3636
2017-12,Südvorstadt,322434,83865,3661
2017-12,Gohlis,316677,90082,4638
2017-12,Volkmarsdorf,41072,17725,667
2017-12,Schönefeld,72015,30286,1214
2017-12,Paunsdorf,141550,40720,1706
2017-12,Reudnitz,76421,28351,1329
2017-12,Mockau,49947,27808,899
2017-12,Grünau-Mitte,53907,21254,1102
2017-12,Grünau-Nord,68367,23752,750
2017-12,Grünau-Süd,70696,21389,787
2017-12,Fahrbibliothek,97359,35222,2768
2017-12,Böhlitz-Ehrenberg,90486,27398,1333
2017-12,Lützschena-Stahmeln,17501,3787,261
2017-12,Wiederitzsch,45317,21840,775
2017-12,Holzhausen,28841,4799,380
2017-12,Onleihe,151924,144477,
2017-12,Buchsommer,4119,,
